Name;ID;disparador
SA13CUX01 Contacto ;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1563198789358;cursos
SA13CUX01 Contacto ;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1563198789358;cursos
SA13CUX01 Apertura;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1563198667525;cursos
SA13CUX01 Apertura;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1563198667525;cursos
TR03CUX03 Inscripción a los cursos y talleres del instituto vocacional de arte Manuel José de Labardén;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1573842705522;cursos
MO05CUX02 Apertura ;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1576164544116;curso
MO05CUX02 Apertura ;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1576164544116;curso
MO05CUX02 Apertura ;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1576164544116;curso
SE01CUX03  Apertura;PLBWX5XYGQ2B3GP7IN8Q-n3xtg5yigf@b.m-1664806576352;curso
EDU02CUX07 Apertura;PLBWX5XYGQ2B3GP7IN8Q-i0acarum5u@b.m-1698427848560;cursos
EDU02CUX07 Apertura;PLBWX5XYGQ2B3GP7IN8Q-i0acarum5u@b.m-1698427848560;cursos
EDU02CUX07 Apertura;PLBWX5XYGQ2B3GP7IN8Q-i0acarum5u@b.m-1698427848560;curso
AGC02CUX03 Apertura;PLBWX5XYGQ2B3GP7IN8Q-1c9irpgkci@b.m-1656445682077;curso
EDU02CUX03 Apertura ;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1589206634878;curso
GE03CUX02 Apertura;PLBWX5XYGQ2B3GP7IN8Q-uef2swwx43@b.m-1709746023075;cursos
GE03CUX02 Apertura corta;PLBWX5XYGQ2B3GP7IN8Q-ktobz3mnug@b.m-1711459701707;cursos
EP01CUX01 Apertura;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1588280567716;curso
EP01CUX01 Apertura;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1588280567716;curso
EP01CUX01 Apertura;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1588280567716;curso
EP01CUX01 Apertura;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1588280567716;curso
CU01CUX16 Apertura;PLBWX5XYGQ2B3GP7IN8Q-fmxntznohu@b.m-1691777689722;cursos
ED00CUX01 Docentes;PLBWX5XYGQ2B3GP7IN8Q-cs966zmx2n@b.m-1653662665912;cursos
ED00CUX01 Docentes;PLBWX5XYGQ2B3GP7IN8Q-cs966zmx2n@b.m-1653662665912;recursos
ED00CUX01 Superapertura educación;PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1550157482646;cursos
ED00CUX01 Superapertura educación;PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1550157482646;curso
ED00CUX01 Educación Accesible;PLBWX5XYGQ2B3GP7IN8Q-zfpajmkiwc@b.m-1709307411184;cursos
ED00CUX01 Educación Accesible;PLBWX5XYGQ2B3GP7IN8Q-zfpajmkiwc@b.m-1709307411184;curso
ED00CUX01 Educación Accesible;PLBWX5XYGQ2B3GP7IN8Q-zfpajmkiwc@b.m-1709307411184;cursos
ED00CUX01 Educación Accesible;PLBWX5XYGQ2B3GP7IN8Q-zfpajmkiwc@b.m-1709307411184;curso
ED00CUX01 Educación Accesible;PLBWX5XYGQ2B3GP7IN8Q-zfpajmkiwc@b.m-1709307411184;cursos
ED00CUX01 Educación Accesible;PLBWX5XYGQ2B3GP7IN8Q-zfpajmkiwc@b.m-1709307411184;curso
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso y taller
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso y taller
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso y taller
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso y taller
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso y taller
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso y taller
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;curso y taller
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
ED00CUX01 Cursos;PLBWX5XYGQ2B3GP7IN8Q-0qj4sotsih@b.m-1653662694935;cursos
DH08CUX02 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-f9u15r92ay@b.m-1686589769094;curso
DH08CUX02 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-f9u15r92ay@b.m-1686589769094;cursos
DH08CUX02 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-f9u15r92ay@b.m-1686589769094;curso
DH08CUX02 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-f9u15r92ay@b.m-1686589769094;curso
DH08CUX02 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-f9u15r92ay@b.m-1686589769094;cursos
DH08CUX02 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-f9u15r92ay@b.m-1686589769094;curso
SE01CUX02 Apertura;PLBWX5XYGQ2B3GP7IN8Q-5a627dec498b9ac@bm.com-1636039504523;curso
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
DH11CUX01 Bifurcador;PLBWX5XYGQ2B3GP7IN8Q-yfzfuh48nw@b.m-1714487475484;cursos
EDU04CUX21 Educación Especial;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1570044364181;cursos
EDU04CUX21 Educación Especial;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1570044364181;curso
SA05CUX01 Apertura;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1587416442447;cursos
SA05CUX01 Apertura;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1587416442447;cursos
SA05CUX01 Apertura;PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1587416442447;cursos
DH11CUX05 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-gu6z9h7iim@b.m-1715606796676;curso
DH11CUX05 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-gu6z9h7iim@b.m-1715606796676;curso
DH11CUX05 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-gu6z9h7iim@b.m-1715606796676;curso
DH11CUX05 Apertura QR keywords;PLBWX5XYGQ2B3GP7IN8Q-gu6z9h7iim@b.m-1715606796676;curso
